DateTime_Start,DateTime_End,Centroid_lon,Centroid_lat,year,month,day,hour,Centroid_lon_ind,Centroid_lat_ind,Max_SCP_anorm_lon,Max_SCP_anorm_lat,Pixels,geometry,SCP_max,SCP_min,SCP_mean,SCP_anorm_max,SCP_anorm_min,SCP_anorm_mean,CAPE_max,CAPE_min,CAPE_mean,In_CONUS,East_of_Rocky,Label,Simulated
1996-06-29 12:00:00,1996-06-30 12:00:00,-85.53013392857144,31.917461878691554,1996,6,29,12,31.178571428571427,11.285714285714286,-87.1875,32.918007160613975,28,"MULTIPOINT (-90 31.517243765922586, -90 32.918007160613975, -90 34.31877007877067, -88.59375 31.517243765922586, -88.59375 32.918007160613975, -88.59375 34.31877007877067, -87.1875 28.715715699055192, -87.1875 30.116479933546326, -87.1875 31.517243765922586, -87.1875 32.918007160613975, -87.1875 34.31877007877067, -85.78125 28.715715699055192, -85.78125 30.116479933546326, -85.78125 31.517243765922586, -85.78125 32.918007160613975, -84.375 28.715715699055192, -84.375 30.116479933546326, -84.375 31.517243765922586, -84.375 32.918007160613975, -84.375 34.31877007877067, -82.96875 30.116479933546326, -82.96875 31.517243765922586, -82.96875 32.918007160613975, -82.96875 34.31877007877067, -81.5625 30.116479933546326, -81.5625 31.517243765922586, -81.5625 32.918007160613975, -81.5625 34.31877007877067)",33.81587,3.9248478,13.162252,31.903029143810272,2.2739727795124054,11.32394487942968,3478.8616,1389.5896,2137.5625,True,True,6,True
1996-09-26 12:00:00,1996-09-27 12:00:00,-81.85546875,41.96459040965614,1996,9,26,12,33.791666666666664,18.45833333333333,-78.75,41.322575870623126,24,"MULTIPOINT (-87.1875 41.322575870623126, -87.1875 42.723334864876975, -85.78125 42.723334864876975, -85.78125 44.12409297135585, -84.375 39.92181606764648, -84.375 41.322575870623126, -84.375 42.723334864876975, -84.375 44.12409297135585, -82.96875 41.322575870623126, -82.96875 42.723334864876975, -81.5625 39.92181606764648, -81.5625 41.322575870623126, -81.5625 42.723334864876975, -81.5625 44.12409297135585, -80.15625 39.92181606764648, -80.15625 41.322575870623126, -80.15625 42.723334864876975, -80.15625 44.12409297135585, -78.75 39.92181606764648, -78.75 41.322575870623126, -78.75 42.723334864876975, -77.34375 39.92181606764648, -77.34375 41.322575870623126, -77.34375 42.723334864876975)",8.974241,1.2554324,4.7953796,8.24485358595848,1.0262805558741093,4.23047158603246,2430.3484,1478.999,1916.1613,True,True,8,True
1996-10-19 12:00:00,1996-10-20 12:00:00,-77.6953125,36.77010385269013,1996,10,19,12,36.75,14.75,-77.34375,35.719532477823975,20,"MULTIPOINT (-81.5625 34.31877007877067, -81.5625 35.719532477823975, -80.15625 32.918007160613975, -80.15625 34.31877007877067, -80.15625 35.719532477823975, -80.15625 37.12029431097885, -78.75 34.31877007877067, -78.75 35.719532477823975, -78.75 37.12029431097885, -78.75 38.52105552662436, -77.34375 35.719532477823975, -77.34375 37.12029431097885, -77.34375 38.52105552662436, -75.9375 35.719532477823975, -75.9375 37.12029431097885, -75.9375 38.52105552662436, -74.53125 38.52105552662436, -74.53125 39.92181606764648, -73.125 38.52105552662436, -73.125 39.92181606764648)",5.1456385,1.2846639,2.957149,4.645372033119202,0.9771873950958252,2.3983505010604858,2211.9597,328.81085,1254.3536,True,True,9,True
1998-05-18 12:00:00,1998-05-19 12:00:00,-84.4203629032258,40.05737346793455,1998,5,18,12,31.967741935483872,17.096774193548388,-91.40625,38.52105552662436,62,"MULTIPOINT (-97.03125 37.12029431097885, -95.625 37.12029431097885, -94.21875 37.12029431097885, -92.8125 35.719532477823975, -92.8125 37.12029431097885, -92.8125 38.52105552662436, -91.40625 37.12029431097885, -91.40625 38.52105552662436, -91.40625 39.92181606764648, -90 37.12029431097885, -90 38.52105552662436, -90 39.92181606764648, -90 41.322575870623126, -90 42.723334864876975, -88.59375 38.52105552662436, -88.59375 39.92181606764648, -88.59375 41.322575870623126, -88.59375 42.723334864876975, -87.1875 38.52105552662436, -87.1875 39.92181606764648, -87.1875 41.322575870623126, -87.1875 42.723334864876975, -85.78125 37.12029431097885, -85.78125 38.52105552662436, -85.78125 39.92181606764648, -85.78125 41.322575870623126, -85.78125 42.723334864876975, -84.375 37.12029431097885, -84.375 38.52105552662436, -84.375 39.92181606764648, -84.375 41.322575870623126, -84.375 42.723334864876975, -84.375 44.12409297135585, -82.96875 37.12029431097885, -82.96875 38.52105552662436, -82.96875 39.92181606764648, -82.96875 41.322575870623126, -82.96875 42.723334864876975, -82.96875 44.12409297135585, -81.5625 38.52105552662436, -81.5625 39.92181606764648, -81.5625 41.322575870623126, -81.5625 42.723334864876975, -81.5625 44.12409297135585, -80.15625 39.92181606764648, -80.15625 41.322575870623126, -80.15625 42.723334864876975, -80.15625 44.12409297135585, -78.75 38.52105552662436, -78.75 39.92181606764648, -78.75 41.322575870623126, -78.75 42.723334864876975, -77.34375 37.12029431097885, -77.34375 38.52105552662436, -77.34375 39.92181606764648, -77.34375 41.322575870623126, -77.34375 42.723334864876975, -75.9375 37.12029431097885, -75.9375 38.52105552662436, -75.9375 39.92181606764648, -75.9375 41.322575870623126, -74.53125 39.92181606764648)",10.472739,1.2458652,5.610823,9.496893167495728,1.2176675628870726,4.736996988946151,4524.2515,1010.40717,2981.6968,True,True,5,True
1998-10-15 12:00:00,1998-10-16 12:00:00,-92.3033405172414,35.30896418844628,1998,10,15,12,26.36206896551724,13.70689655172414,-90.0,35.719532477823975,116,"MULTIPOINT (-98.4375 31.517243765922586, -98.4375 32.918007160613975, -98.4375 34.31877007877067, -98.4375 35.719532477823975, -97.03125 23.112655356577648, -97.03125 24.513420897062915, -97.03125 25.914186151846668, -97.03125 32.918007160613975, -97.03125 34.31877007877067, -97.03125 35.719532477823975, -97.03125 37.12029431097885, -95.625 20.311123512960364, -95.625 21.711889554404237, -95.625 23.112655356577648, -95.625 24.513420897062915, -95.625 25.914186151846668, -95.625 27.314951095120396, -95.625 28.715715699055192, -95.625 30.116479933546326, -95.625 31.517243765922586, -95.625 32.918007160613975, -95.625 34.31877007877067, -95.625 35.719532477823975, -95.625 37.12029431097885, -95.625 38.52105552662436, -95.625 39.92181606764648, -95.625 41.322575870623126, -94.21875 21.711889554404237, -94.21875 23.112655356577648, -94.21875 24.513420897062915, -94.21875 25.914186151846668, -94.21875 27.314951095120396, -94.21875 28.715715699055192, -94.21875 30.116479933546326, -94.21875 31.517243765922586, -94.21875 32.918007160613975, -94.21875 34.31877007877067, -94.21875 35.719532477823975, -94.21875 37.12029431097885, -94.21875 38.52105552662436, -94.21875 41.322575870623126, -94.21875 42.723334864876975, -92.8125 24.513420897062915, -92.8125 25.914186151846668, -92.8125 27.314951095120396, -92.8125 28.715715699055192, -92.8125 30.116479933546326, -92.8125 31.517243765922586, -92.8125 32.918007160613975, -92.8125 34.31877007877067, -92.8125 35.719532477823975, -92.8125 37.12029431097885, -92.8125 38.52105552662436, -92.8125 39.92181606764648, -92.8125 41.322575870623126, -92.8125 42.723334864876975, -92.8125 44.12409297135585, -92.8125 45.52485010130229, -92.8125 46.9256061546646, -91.40625 24.513420897062915, -91.40625 25.914186151846668, -91.40625 27.314951095120396, -91.40625 28.715715699055192, -91.40625 30.116479933546326, -91.40625 31.517243765922586, -91.40625 32.918007160613975, -91.40625 34.31877007877067, -91.40625 35.719532477823975, -91.40625 37.12029431097885, -91.40625 38.52105552662436, -91.40625 39.92181606764648, -91.40625 41.322575870623126, -91.40625 42.723334864876975, -91.40625 44.12409297135585, -91.40625 45.52485010130229, -91.40625 46.9256061546646, -91.40625 48.32636101818818, -91.40625 49.72711456310966, -90 28.715715699055192, -90 30.116479933546326, -90 31.517243765922586, -90 32.918007160613975, -90 34.31877007877067, -90 35.719532477823975, -90 37.12029431097885, -90 38.52105552662436, -90 39.92181606764648, -90 41.322575870623126, -90 42.723334864876975, -90 44.12409297135585, -90 45.52485010130229, -90 46.9256061546646, -90 48.32636101818818, -90 49.72711456310966, -88.59375 28.715715699055192, -88.59375 30.116479933546326, -88.59375 31.517243765922586, -88.59375 32.918007160613975, -88.59375 34.31877007877067, -88.59375 35.719532477823975, -88.59375 37.12029431097885, -88.59375 38.52105552662436, -88.59375 39.92181606764648, -88.59375 41.322575870623126, -88.59375 42.723334864876975, -88.59375 44.12409297135585, -88.59375 45.52485010130229, -88.59375 46.9256061546646, -88.59375 49.72711456310966, -88.59375 51.12786664235329, -87.1875 30.116479933546326, -87.1875 31.517243765922586, -87.1875 32.918007160613975, -87.1875 51.12786664235329, -85.78125 31.517243765922586, -84.375 31.517243765922586)",21.030888,0.63318205,7.101758,20.701123654842377,0.4410956054925918,6.589456725994061,5621.5293,282.5397,2457.8726,True,True,3,True
1999-03-02 12:00:00,1999-03-03 12:00:00,-86.74342105263156,32.10703887947685,1999,3,2,12,30.31578947368421,11.421052631578949,-87.1875,32.918007160613975,19,"MULTIPOINT (-92.8125 31.517243765922586, -91.40625 30.116479933546326, -91.40625 31.517243765922586, -91.40625 32.918007160613975, -90 31.517243765922586, -90 32.918007160613975, -88.59375 31.517243765922586, -88.59375 32.918007160613975, -87.1875 31.517243765922586, -87.1875 32.918007160613975, -85.78125 31.517243765922586, -85.78125 32.918007160613975, -84.375 31.517243765922586, -84.375 32.918007160613975, -82.96875 31.517243765922586, -82.96875 32.918007160613975, -81.5625 31.517243765922586, -81.5625 32.918007160613975, -80.15625 32.918007160613975)",11.051616,3.936615,7.1894636,10.267415821552277,2.862312436103821,6.230267352179477,832.0036,491.8219,636.1923,True,True,5,True
1999-09-06 12:00:00,1999-09-07 12:00:00,-98.828125,40.38873600197203,1999,9,6,12,21.72222222222222,17.333333333333332,-102.65625,41.322575870623126,18,"MULTIPOINT (-104.0625 41.322575870623126, -104.0625 42.723334864876975, -102.65625 39.92181606764648, -102.65625 41.322575870623126, -101.25 39.92181606764648, -101.25 41.322575870623126, -99.84375 39.92181606764648, -99.84375 41.322575870623126, -98.4375 39.92181606764648, -98.4375 41.322575870623126, -97.03125 38.52105552662436, -97.03125 39.92181606764648, -97.03125 41.322575870623126, -95.625 38.52105552662436, -95.625 39.92181606764648, -95.625 41.322575870623126, -94.21875 38.52105552662436, -94.21875 39.92181606764648)",9.516738,3.4941962,5.3226147,7.406499087810516,2.5241270661354065,3.9213360713587866,4277.923,3198.6338,3739.9253,True,True,7,True
2000-06-19 12:00:00,2000-06-20 12:00:00,-91.80803571428572,37.97075647762077,2000,6,19,12,26.714285714285715,15.607142857142858,-90.0,37.12029431097885,28,"MULTIPOINT (-101.25 38.52105552662436, -99.84375 38.52105552662436, -98.4375 38.52105552662436, -97.03125 37.12029431097885, -97.03125 38.52105552662436, -95.625 35.719532477823975, -95.625 37.12029431097885, -95.625 38.52105552662436, -94.21875 37.12029431097885, -94.21875 38.52105552662436, -92.8125 37.12029431097885, -92.8125 38.52105552662436, -91.40625 37.12029431097885, -91.40625 38.52105552662436, -91.40625 39.92181606764648, -90 37.12029431097885, -90 38.52105552662436, -90 39.92181606764648, -88.59375 35.719532477823975, -88.59375 37.12029431097885, -88.59375 38.52105552662436, -87.1875 35.719532477823975, -87.1875 37.12029431097885, -87.1875 38.52105552662436, -87.1875 39.92181606764648, -85.78125 37.12029431097885, -85.78125 38.52105552662436, -85.78125 39.92181606764648)",35.392483,4.264089,11.456558,33.799452632665634,2.727898478507996,9.657344148627349,5024.7695,1909.8221,3618.5513,True,True,6,True
2000-06-24 12:00:00,2000-06-25 12:00:00,-98.47886029411762,46.14283071307978,2000,6,24,12,21.97058823529412,21.44117647058824,-104.0625,45.52485010130229,34,"MULTIPOINT (-106.875 45.52485010130229, -105.46875 44.12409297135585, -105.46875 45.52485010130229, -105.46875 46.9256061546646, -105.46875 48.32636101818818, -104.0625 44.12409297135585, -104.0625 45.52485010130229, -104.0625 46.9256061546646, -102.65625 44.12409297135585, -102.65625 45.52485010130229, -102.65625 46.9256061546646, -102.65625 48.32636101818818, -101.25 44.12409297135585, -101.25 45.52485010130229, -101.25 46.9256061546646, -99.84375 45.52485010130229, -99.84375 46.9256061546646, -98.4375 45.52485010130229, -98.4375 46.9256061546646, -97.03125 45.52485010130229, -97.03125 46.9256061546646, -97.03125 48.32636101818818, -95.625 45.52485010130229, -95.625 46.9256061546646, -94.21875 45.52485010130229, -94.21875 46.9256061546646, -92.8125 45.52485010130229, -92.8125 46.9256061546646, -91.40625 45.52485010130229, -91.40625 46.9256061546646, -90 45.52485010130229, -90 46.9256061546646, -88.59375 45.52485010130229, -88.59375 46.9256061546646)",17.271757,2.9692557,8.23159,14.360288321971892,2.534578457474709,6.440318316659507,5034.4365,1625.2356,3847.281,True,True,9,True
2003-11-05 12:00:00,2003-11-06 12:00:00,-90.58307926829268,38.9651991128021,2003,11,5,12,27.585365853658537,16.317073170731707,-88.59375,42.723334864876975,41,"MULTIPOINT (-97.03125 32.918007160613975, -97.03125 34.31877007877067, -95.625 32.918007160613975, -95.625 34.31877007877067, -95.625 35.719532477823975, -94.21875 32.918007160613975, -94.21875 34.31877007877067, -94.21875 35.719532477823975, -92.8125 34.31877007877067, -92.8125 35.719532477823975, -92.8125 37.12029431097885, -92.8125 38.52105552662436, -92.8125 39.92181606764648, -92.8125 41.322575870623126, -91.40625 35.719532477823975, -91.40625 37.12029431097885, -91.40625 38.52105552662436, -91.40625 39.92181606764648, -91.40625 41.322575870623126, -91.40625 42.723334864876975, -90 37.12029431097885, -90 38.52105552662436, -90 39.92181606764648, -90 41.322575870623126, -90 42.723334864876975, -90 44.12409297135585, -88.59375 38.52105552662436, -88.59375 39.92181606764648, -88.59375 41.322575870623126, -88.59375 42.723334864876975, -88.59375 44.12409297135585, -87.1875 38.52105552662436, -87.1875 39.92181606764648, -87.1875 41.322575870623126, -87.1875 42.723334864876975, -87.1875 44.12409297135585, -85.78125 39.92181606764648, -85.78125 41.322575870623126, -85.78125 42.723334864876975, -84.375 39.92181606764648, -84.375 41.322575870623126)",5.4587173,0.62591875,2.4701278,5.423725279048085,0.6106548914685845,2.3883361108033214,1705.3679,335.12317,1084.4127,True,True,4,True
